Tweet,sentiment
"Bueno creo que voy a dormir :(
",-1
"finito :(
",-1
"#Tucumanazo una lastima lo qe esta pasando en nuestro Tucumán querido cuanta pena vergüenza ojala se calme todo esto qe esta pasando. :-(
",-1
"@A_Rocketeer @ElGraficoChile si me enteré anoche. Pobrecita :(
",-1
"Hey que le constaba acompañarme al zócalo. :(
",-1
"@BacteriaSound amo los tacones hoy no compre :( Jaja también me gustan los tenis jajaja
",-1
"@LaurenJauregui mentira :( por favor me segue #WorthItVMA
",-1
"@negrac10 Queria verle las nalgas a tu mama, pero no lo logre :(
",-1
"Me estoy haciendo tonto en el celular porque la película que estoy viendo me da miedo :(
",-1
"Mañana colegio de nuevo :(
",-1
"@GonzaCarp06 te necesito :( :( :(
",-1
"Mucho :( https://t.co/pppzdw8uNw
",-1
"le estaba stalkeando y habia rtw un tw mio, me siento re mal jajajaj :(
",-1
"Y ahora me doy cuenta que la amistad no es para siempre :( http://t.co/LWdfHjSLXH
",-1
"Hola @NetflixLAT, tienen un error de tipeo en el título del 4to capítulo de la 5ta temporada de Hora de Aventura que me hace re mal :(.
",-1
"@namwu_ ¿cómo te hiciste el moretón? :( vivan las cicatrices¿
",-1
"Y no es chiste :( http://t.co/1GG5YWeWUX
",-1
"Me he equivocado, vergüenza no es robar..Es ir a cantar totalmente desafinada y en Ingles :(
",-1
"Qe pesada siento mi cabeza :( loco.
",-1
"esta conectado :_ lo que te extrañoo :(
",-1
"Xq soy tan malo en el LoL? :(
",-1
"@Renmau40 Si, ahora me tengo que esperar hasta Septiembre. :(
",-1
"Quiero ir a Celaya, ver a mis papás, salir con mis amigos, dormir en mi cama, ver a mí bodoque, regresar a baile... :(
",-1
"Porque tuve que ver esa foto de perfil. ? :( Matenme
",-1
"ahí estaría charli :-( http://t.co/ISuLxAc6KJ
",-1
"@MontoyaMota oye ya me voy a dormir, tuve un día muy pesado :( a ver si te veo mañana (◕‿◕✿)
",-1
"Que pena confundir el significado de una palabra y emplearla con seguridad :(
",-1
"ME VOY A PONER A ESCRIBIRLE LA EXTRAÑO NO PUEDO ESTAR SI ELLA LA POSTA :(
",-1
"@SANFICFESTIVAL Hagan otra función de @chicagoboysfilm :( Por favor :(
",-1
"@holydances :-( yo igual tengo varios, pero ahora me duran harto porque igual a veces no ocupo
",-1
"Yo quiero estar en aste nagusi :(
",-1
"Mueroo De Frioo!:((.#MTVHottest Justin Bieber
",-1
"no menos mal :( https://t.co/L8BvoCrsg7
",-1
"Estoy mas aburrida y @flavia_garrix no me habla :( ahre que si me estas hablando.  
",-1
"Ahora voy a estar un largo tiempo sola :(
",-1
"Era hermoso mientras que duró :((
",-1
"@z4ynddicted @leonardofarkas es por una buena causa :( #TioFarkasComprenosEntradasParaVerAMaroon5 la U me quita toda la plata que NO TENGO
",-1
"BlackBerry con Android nativo? :(.Mayas, aun estan a tiempo... vengan a por nosotros.
",-1
"quiero hablar con Kian :(
",-1
"@MaauriBarreto Están todos, pero no aca jajajaja :(
",-1
"Nunca cumplo las metas que me propongo al principio de año :(
",-1
"Me duele la pierna :(
",-1
"Te necesito reina @Kimy2Ramos :( ☺♥
",-1
"A la noche lo extraño a gabi :(
",-1
"Que feo tener ganas de llorar todo el tiempo.:(
",-1
"hoy no puede ser un dia normal :(
",-1
"Participar en todos los concursos para ir a la premiere de @APerfectDayFilm y al final no ganar ninguno :(
",-1
"Cuando se me quede sin batería el cel hago lo de historia &gt;:(
",-1
"La cosa es así. Yo lo quiero en lugar de los dos :(
",-1
"Quiero mucha ropa hoy me di cuenta que no tenia que ponerme :(
",-1
"Por que te tengo que extrañar tanto,por que no te pudiste despedir de mi?,que te costaba decir adiós,No se si recuerda pero fui tu amiga :(
",-1
"Tennngo el pelo duroo :(( jajajajaj
",-1
"#FraudeEnTucuman  pobre mi Provincia :( que tristeza.
",-1
"@DaHorseOne yo :( pero si quieres regalamae una XD
",-1
"@iSoyLaV  que nos regresen las entradas , los regalos , la fiesta etc... jaja bff mañana ve a mi casa :(
",-1
"@_Ayuda_Follow_ Oh shit! No puedo elegir!:(
",-1
"@iMariaaaa_ tú estas muy lejos, entiéndeme :(
",-1
"que bb ele cantando :(
",-1
"Explicame como un abono de $250 se me termino en dos semanas? Era más feliz con el ilimitado :((
",-1
"Siempre dicen que dirán ganadoras y nada :(
",-1
"Hace días no veo a mi chico del tren de las 7:32 :(
",-1
"@Calum5SOS sigueme po :(
",-1
"Será hacer el almuerzo :(.
",-1
"Porque seraa que ella ya no va al gimnasio :(
",-1
"Porque ese tema loco :(
",-1
"@AmandaBroadway_ por qué el alcohol justifica sus acciones pero condena las nuestras? :(
",-1
"Ya me puse mal :(
",-1
"ver a toda la mara escribir sus oraciones en fb me hace pensar que Dios tiene fb y no me quiere aceptar :(
",-1
"saquenme de casa hoy :-(
",-1
"Tengo una pereza que parecen dos :(
",-1
"@SEBTSB por favor no me ignores sebi :(.Sigueme de nuevo por favor, significas el mundo para mi 💜.Te amo x .26
",-1
"@AurelisConTwtt toda verga pa caracas y nosotros en el olvido :(
",-1
"Paos :( #Aykie &lt;3
",-1
"Es normal extrañarlo tanto..? :(
",-1
"Ya Estoy Aburrdio En Ese Colegio :(
",-1
"#Tucumanazo reprimido por la policía :( https://t.co/qYwFoNOlLe
",-1
"@alejandroid80 @Diablo_ES @UnoQuePasa1982 @russh3r Yo ese día no puedo, me cambian el balcón. Hasta las 23hrs no podré hacer directos :(
",-1
"Estoy tan aburrido nadie me habla me tengo que ir a acostar :(
",-1
"Després de 5 anys seguits fent Sa Guilla aquest any haurem de descansar per una rotura de fibras. Me cago en to :( http://t.co/nrqrqV3vI0
",-1
"Yo estaba en drogas cuando me corte taanto el cabello :(
",-1
"Necesito una waflera :(
",-1
":( el open de ayer na, horrible toodo
",-1
"@Danna_Galay Siii No Sabes ... Se Mandan Cualquiera! Si Queriamos Salir Con Tami y Nos Dijeron Eso :(((
",-1
"@Gatitasl solemos ir al retiro o dar una vuelta por ahí :(
",-1
"@martona_to Dos frases que encierran dos grandes verdades.  ""Quien lo vivió lo supo""...:(
",-1
"@NereaEsper :( que cruel eres
",-1
"@iBoxyMiX Vaya :(
",-1
"@FedraAlor a mirar el sol en los juegos por que sola 👺😒 voy a correr Wey :( vamos
",-1
"Tengo hambre, frío, ganas de reirme, ¡full eso! :(
",-1
"@AllRiseSmr Me alegra que te haya gustado, mi amor. Eres tan lindo; te adoro demasiado, muchísimo, sdhlk. :(♡
",-1
"Me gusta ver vídeos de @eldiariodedross antes de dormir, porque es el único que me da las buenas noches.  :(
",-1
"@PanchoArderius JAJAJA te odio :( yo también quiero verte ;-;
",-1
"@Fiiiiiiior no seas mala :(
",-1
"@iCamzCabesho fui al aeropuerto :-(
",-1
"Mañana escuela y no descanse lo suficiente :(
",-1
"Extraño el sueter de chuello :(.
",-1
"@thatbluehair La muerte de Rue... :(
",-1
"En un rato a trabajar :(
",-1
"Enfermoo :( .#LunesDeGanarSeguidores  Seguime y te sigoo .Sigo a todos ♥ .me aburro
",-1
"Dolió cuando hizo eso :(
",-1
"@ejsc_ Porque no te ves bonito así :(
",-1
"Ganas de escuchar música y no tengo auriculares :(
",-1
"Te echo de menos @Maaria_Loopez :(
",-1
"@ninastanhei no, ya esta. Callate :(
",-1
"Extraño demasiado a Gaston chabonnn :((
",-1
"No es domingo sin GP :(
",-1
"Dos noches seguidas durmiendo por separado :( no se vale
",-1
"Necesito amigos que sean fans de sandy &amp; papo. :(
",-1
"@anii932 Yo tambien amigaa :( Me tenes re tirado 😢😢😢😢😢😢
",-1
"@bryzzagarzon te extrañoooo :(
",-1
"@CD_Eldense @seorlobo14 @CESabadell lastima que fuese a mi sabadell :( pero este harry potter se lo merece!
",-1
"Mañana no voy a poder ver combate salgo 18:30 del cole lloroooooo :( ahr (@franchuc9 live on http://t.co/sviQ97MD3z)
",-1
"NOOOOOO puta la wea se me perdio la bandana rosada :(
",-1
"Se me perdieron mis tenis :( :'(
",-1
"@_JCatalan buen dia disculpe no sabe si abra semestre cero en ingenieria civil? Quisiera seguir estudiando :( no sali tan bajo en el ceneval
",-1
"@MairaSoto123 uhh yo las quiero :(
",-1
"Epa QUÉ... no es mío :( https://t.co/v9jMoGM2cu
",-1
"qué ladilla, no encuentro qué hacer :(
",-1
"¿Chef? Así es? :(
",-1
"@ItsJules_ pero el tuyo SOCORRO QUE HABLAS :(
",-1
"Creo que le Tweet no pudo llegar a los 15 RTs :(.https://t.co/1KVZPTzbCp..#MTVHottest One Direction
",-1
"Uno es mas pendejo que se ilusiona con nada :(
",-1
"extraño mi ceel :(
",-1
"@juanblaugrana Neymar rima con extrañar...  :(
",-1
"Extraño tanto, tanto a mi celular. .:( D: :C.
",-1
"@RainierSb_ Estoy clara :( jajaja
",-1
"No puedo vivir asi, hace menos de un mes estaba resfriada despues me intoxique y ahora de nuevo resfriada, que le pasan a mis defensas? :(
",-1
"Necesito ayuda, alguno sabéis como jugar juegos de iOs en el PC? para Android está Bluestacks, pero para juegos de iOs no sé ninguno :(
",-1
"@Louis_Tomlinson te amo tanto :(
",-1
"Necesito mis malditos tuneles de vuelta  :(
",-1
"Domingo querido... no te vayas tan pronto. :(
",-1
"casi llego al año :c no se pudo q se le va a hacer :(
",-1
"Siempre lista ✌..Extraño eso :(
",-1
"@JDavidRozo jajajajaajajaja no hay nadie :(
",-1
"No puedo estar tan para atras asi :(
",-1
"@Pa_Lii jajajaja no :(
",-1
"Me abandonó por completo mi Christian Grey :(
",-1
"Tenia razón ahora todo es diferente :(
",-1
"pues se acabo lo bueno,se acabo la feria :(
",-1
"@jdbWAUN uhh es verdad :( #MTVHottest Justin Bieber
",-1
"Que feo botch de Sasha :( #SummerSlamCL
",-1
"Por favor alguien me puede despertar a las 5 de la mañana? Es urgente y mi despertador no funciona, mi celular menos :(
",-1
"4 horas dormí :(
",-1
"Eran 81 pero hoy rompi 2 :(. 💅
",-1
"Quiero gelatinaaaaa pero no quiero pararme :((    BeliebersVoteForJustin #MTVHottest Justin Bieber
",-1
"Hubiese dormido mas :(
",-1
"DEP.Me arrancaste muchísimas sonrisas y momentos inolvidables en mi vida.De corazón, GRACIAS POR TODO, LINA.:(((((((( http://t.co/KOI1KlevUd
",-1
"Tami dijo que se quedo con el buzo de el, pero el se quedo con la mitad de su corazón. Me muero mi amor :(
",-1
"aw pero bebé :( en serio me has sacado una sonrisa enorme 💖 https://t.co/VI6Td40tiZ
",-1
"@maria_camilacm pues págueme la boleta :-( yo sé que extrañó mis besos de gol
",-1
"Mi cara de: Se acabó el finde :( https://t.co/8ic5YBC335
",-1
"Descansa en paz, Justin Wilson. Mi más sincero pésame a familiares y a aficionados de la #IndyCar. :( https://t.co/JKPst3Hf8b
",-1
"11:11 dormir :(
",-1
"@itsyoojin alesan :(
",-1
"@graacia_ bueno todo será por verte :(
",-1
"@MamiPraah me contestaras algun dia?:(
",-1
"¿Cómo @dsaavi podía tener a Suastegui y Efraín al mismo tiempo? :(
",-1
"Me encantas :(
",-1
"@daniel24_03 Jajajjajaja Hay Por Todo Me Hace Bullying :(
",-1
"@JosephVessalius Es verdad, yo tuve que ponerle Yu Naruka :(
",-1
"Había una moneda de $5 en el piso...Justo cuando decido recogerla alguien llega y me la gana. ..:(
",-1
"@ahyeonfk Estabas perdida. :(
",-1
"amor de mi vida @realmadrid ya empezó la temporada :(
",-1
"@DavidGPalma porque? :(
",-1
"Marge, estas haciendo el ridículo en frente de todos! :( http://t.co/p57IVRZoia
",-1
"Nos hablamos lindo, nos celamos, nos besamos, nos extrañamos, salimos juntos por ahí, pero.... No somos nada :(
",-1
"Necesito ese Kit para hacer mas amena mi vida de chacal :( @Natalia_Tellez #RetoPMTelehit y #TelehitMusicPMKit..x170
",-1
"Extraño a lo mejor de Colombia :(
",-1
"Asgjkcaa ya paso un dia y mi twitter no regresa a la normalidad :(
",-1
"¿Oiga porque no me da flores?:( @RobinsonModern 💐
",-1
"y al final del programa nos quitaban todos los globos. Yo me enojé tanto que lo rompí :(
",-1
"@pebick @tatfv Sí verdad :(
",-1
"Ultimo dia de la beta de bo3 :(
",-1
"No tenia que haber bebido agua :((( ahora a tomar otra vez to el suero que he echao 😭😭😭😭
",-1
"Ami nadie me sigue.#RePobre,! :-(
",-1
"CAMILA :( http://t.co/nOChdQAW87
",-1
"Me duele mucho la garganta :(
",-1
"@lwtasfxck :((( yo la quierooooo. Es una chu. Y la shippeo con Foggy. ¿Por qué cap vas?
",-1
"@CinthiiMartin donde estas?:(
",-1
"Tan perfect, por que :( morire
",-1
"@Cabezotamaximo te quiero :(
",-1
"Que angustia, extraño muchisimo a mi abuelo y a mi tia :((
",-1
"que envidia :(
",-1
"Por qué no tengo AMC????????????????? :(
",-1
"@mariearizo Own :( Está como en 20, 000 . Es para dos personas pero igual es re caro jaja
",-1
"Me da mucho miedo que el viento esté muy fuerte :(
",-1
"@JaCourt11 pero esta vez lo estaba haciendo bien :(
",-1
"Mañana ir al colegio no? Mmm :(
",-1
"Espero dormirme para cuando termine carrera mortal :( jaja
",-1
"mucha noche  .. inaguracion de juegos io solito .. &lt;3 :( http://t.co/6RKMaI72wL
",-1
"gente no tengo material para hacer gempleis :(
",-1
"Septiembre no debería existir :(
",-1
"70% de posibilidades de cirugía. Chiales. :(
",-1
"@Mr_Kairuh hablan alto, se rien, se despatarran i ocupan 2 asientos... A estas horas todo el mundo callado o hablando bajito, hombreya :(
",-1
"extraño ami hija  :(
",-1
"Me novia es una crack bailando, y aun así me quiere, sin saber bailar, siendo un cyborg :(
",-1
"@fraanvera7 te extraño amigaaaaaaa :(
",-1
"Si Fernandito Urra viera mis RT de la tía Yoli, no estaría orgulloso de mi :( fijo me deriva al psiquiatra 😢
",-1
"@Eleazar_Evan fue el miércoles :(
",-1
"Este Sabado Espero Verte y Tomarme Una Foto contigo @MaykelOficial No Pude conseguir El CD y pase para la firma en sto dgo. me ayudas? :(
",-1
"No quiero que acabe el verano :(
",-1
"¿Qué instrumento musical te gustaría tocar? — Ese :( http://t.co/vSrC9gWq9I
",-1
":( modo triste on
",-1
"@Fiorellalopez24 ya quiero verte :(
",-1
"@Paoladtfc_  A esta hora no :(
",-1
"Ya no recuerdo lo que es el amor !.Ni para que sirve tu corazón :( ♪♫
",-1
"Tengo ganas de llorar y que alguien me apapache :(
",-1
"@HoldMeBack__ :( vas a dejar a este pobre hombre solo y desamparado...? ;( no esparaba esto de ti
",-1
"Me quedan 3 dias contais :(
",-1
"Alguien que me compre el despertador de Darth Vader o de Superman :( http://t.co/w0IrKByAhG
",-1
"@QNSR NO QUIERO. Encima no encuentro mi alfajor de Tita seguro me lo robó alguno de ustedes :(
",-1
"creo q te extrañaremos en el programa @ClaroSportsCo? @byAngelicaC :( http://t.co/7vwPLDR1h7
",-1
"Ver a Maroon 5 si me encantaría... sobre todo por Adam ndnansnsndn :(
",-1
"Se me termino el poco de gaseosa que tenia :(
",-1
"@DavidVllGg no puedo tomarte en serio si no escribes hobbys bien :(
",-1
"@EstebanARH @CorreaAgusM estaría ahí con ella , pero es el cumple de 15 de mi hermana :(
",-1
"@GloriaTrevi ya mañana entro a clases😍,3er semestre el problema que me quede de tarde😢 y no podre twittearte mucho':( sabes que te amo! 12
",-1
"Necesito conocer a más gente que le guste usar Twitter :(
",-1
"Si tan sólo mis inseguridades se fueran.... Ahora si...con muchas ??¿¿¿?? :(
",-1
"@obatres te hubieras asignado conta :(
",-1
"No me deja subir fotos al tw mi cel :(
",-1
"me acaban de mencionar con un tuit borra con no se que de stripers y no lo he podido leer :(
",-1
"@GHAMERICAOK Fer por que dijo que no :(
",-1
"Me quedan 5 horas y 57 minutos para dormir :(
",-1
"Que paja que gane FNC :(!!! aguante OG &lt;3
",-1
"@FerUberAlles no nos sale nada :(
",-1
"que ganas de escuchar tu voz :(
",-1
"@DelphRumsfeld compra los otros globos pero en caja !!!! JAJAJAJAJJA TE AMO TANTO NEGRA, GRACIAS POR TODO :(
",-1
"Todo muy lindo hasta que te acordas que mañana es lunes :(
",-1
"Mi favorito: Capítulo 130... :( http://t.co/3w7mjQYrk6
",-1
"Mi novio siempre. 😍😍 jaja :( https://t.co/WQ4WGGigpZ
",-1
"Me saludan?:( #exodirecto dffdddds
",-1
"Esto tiene q ser una broma :( ver como pasas con tu familia y con el para la playa &lt;/3 mientras yo voy caminando con el corazón roto por ti
",-1
"@El_GustoSuyo Yo Les traigo algo de Bieñ :((
",-1
"@FlorSuarezz_ Pero no voy a adivinar :( . Dilo
",-1
"no me puedo dormirr :((((((
",-1
"@QuesadaSusan carepicha Susan 😂 somos demasiado pura paja :(
",-1
"se me acabo el mamon :(
",-1
"EXTRAÑO INFINITAMENTE A MI MAMA !! :(
",-1
"@ADP1113 Llorente :-(
",-1
"pucha :(((
",-1
"Mañana salgo a las 16:00 del cole :(
",-1
"Lo extraño demasiado, pero es mejor así :(
",-1
"¿Se parecía o no a Nate? :(
",-1
"Ahora tengo que esperar a que este la otra :(
",-1
"— Te amo. .— Te falto algo..— ¿Qué? .— Demostrarlo :(
",-1
"Por qué nadie me escribe cartas como las del Sultán :(
",-1
"Estoy cansadísimo :(
",-1
"Que paja ser mujer a veces, peinarme, pintarme, depilarme, todo, es mucho :(
",-1
"@JeanKrlos_ Ya no te voy a hablar ni ñinga pues :(
",-1
"Mañana a la universidad... :(
",-1
"@BlueJeans1994 ¿osea me cuidas pero no me quieres? :-( puta
",-1
"@Ra0lin Jajajajaja yo les dije pero dijeron que no :(
",-1
"extraño mucho a la mamaaaaaaaaaaaaaaa :(((((((((
",-1
"@dvicio_missis dime qué te parecennn 👇🙏💜 i miss you :( https://t.co/A22mLUjW2b
",-1
"La tortura mas grande es no tenerte a mi lado :(
",-1
"¿Nervioso? Sí, un poco. ¿Es la primera vez? No, ya había estado nervioso antes :(
",-1
"Tenía dos gatitos que andaban juntos para todos lados. Ayer Luis desapareció y Charly está triste, no lo encuentra y no quiere comer. :(
",-1
"Yo me pico por todo :(
",-1
"@LakshartNia Aqui se va en burro :( unas 30horas de viaje xDD okno ... pero no, nunca uu
",-1
"camino a dejar el Iphone :(
",-1
"3Años ya sos, parece que fue hace uno :(
",-1
"@Bazuc0_o uy pues perdón :(
",-1
"Hablan paja mio y ni andaba aquí :( https://t.co/UbwupPrqHx
",-1
"...y dizque mañana madrugo a otra entrevista jajajajaja madrugará su madre, ay no mentiras que necesito la plata :(
",-1
"No le importó y nunca le importe ya lo se.   :(.
",-1
"Con tanto coraje voy a acabar bien arrugada a los 25 :(
",-1
"NO SALGO NUNCA MAS EN LA VIDA :( NUNCA MAS
",-1
"Tu eres todo lo que soy :(
",-1
"Quiero a mi novio acá :( hace mucho frío y paja todo
",-1
"No me quiero ir a dormir a si :(
",-1
"@beacampos30 la última vez que compre empanadas estaban a 20 bolos :(
",-1
"@gonzaloo_e oooohhh siiii, es mi favorita de todaaaaas, en el concierto quería que la tocaran y nunca paso :(
",-1
"por esas personas que conocen como tres veces y yo solo en la tele :( :( :( #MTVHottest  justin bieber
",-1
"Que aburrido mirar las series sin vos @fedeeeeeb :(((
",-1
"@JulioElRoboc quería ver a @Jumbo_Mx :(
",-1
"@IvanPascual1998 es canario :(
",-1
"JODER LO HE PASADO MAL POBRE TORTUGA :(
",-1
"Seraaa que algun diaa podre ser Feliz con vos :( :( .Bajon por todo
",-1
"@_ZombieDance el peor sentimiento del mundo :( jajaja
",-1
"Llevo como dos horas diciendo que ya me voy a dormir :(
",-1
"Sí, sabelo jaja :( @luqiitas1097
",-1
"Me quede con las ganas de ese chocolate :(
",-1
"Me encanta #MasterChefMX lo malo es que se acaba y regreso a mi realidad: mañana es lunes :(
",-1
"@ajantoremember porque no tengo dinero para ir a ver a las dos :(
",-1
"@MiguelNReyes No te entendí :(
",-1
"Meteme el pepinoDIGO que me apetece pepino :( https://t.co/xoixjgflQY
",-1
"@t0xicdylan SERÍA SUPER GOALS CONOCER AL CAST DE GREY'S :( SOBRETODO AL CAST DE LA QUINTA TEMPORADA SOCORRO :(
",-1
"no hay nada mas hermoso que se borre mi lista de animes que veo y tenga que buscarlos uno por uno  :(
",-1
"Es MÍO aunque el no sepa :( así que vuelen zorras
",-1
"canto mal :(
",-1
"Me baja los ánimos de un solo coñazo :(
",-1
"@Duvansgs es que iré a MOVENU a delegar en inglés, tenía que elegir uno :(. ¿Eres Japón, no? Creo que José me dijo
",-1
"Quiero un pintauñas negro :(
",-1
"@LeslyyOvando Jajajajajaja, hoy no hubieron goles para dedicar :(
",-1
"@_Mati_N_  cambiaste el avatar :( , hace medio siglo que no hablo con vos
",-1
"Me toca dejarme los jurdeles en un movil nuevo :( hoy me ha despertado, pero tenia la pantalla negra como el sobaco de un grillo.
",-1
"aun quiero mi ex novio jona&lt;3 quee lo amo aun y que :(
",-1
"Debiste haberte  quedado, ya se para que sirve el halls negro :(.Jejejejeeje
",-1
"@oridelpopolo Quee pachooo ? :( hablameee
",-1
"Como extraño a mis primooooooos :(
",-1
"@nomasprejuicios SON SUPER OTP PERO MIENTRAS STILES PIERDE EL TIEMPO CON MALIA :(
",-1
"Quiero Ir A Ver A Mi Hermanito, Hace Mucho No Lo Voy A Ver :(
",-1
"Anoche estaba viendo el partido de millonarios y jugando bolos y sólo tumbaba de a 8 pinos :(
",-1
"Para arrancar bien la semana tengo insomnio lpm  :(
",-1
"@k_WildTortoise Bueno :(
",-1
"V.S: ALTO pero ALTO cuerpo tenes mamu, cuando sale chape? Na joda, alto cuerpo, te envidio. Sos re lindaaaa y re rubia, te extraño :(
",-1
"@MoooiraAngeles vos mucho tw pero cero parla a mi ehe :(
",-1
"@StikGlez te echo de menos carnal :( se sintió el ads raro sin ti
",-1
"Al final dejas de sufrir por un lado y terminas sufriendo por otro! :$ :(
",-1
"No es chanceo:( es por el jueguito :(
",-1
"Gaste la plata que me regaló mi abuela x el dia del niño en chocolate y nerds :((
",-1
"Sobran las palabras... :-( http://t.co/ellM6lxKOW
",-1
"@ZoeGorini Me pasa con mi girlfriend, más si querías arreglar para verla y justo no lo leyó :(
",-1
"""@klauxh6_: Te odio décimo semestre... con todo el ser..:("" no se si amarlo u odiarlo pero nos esta quitando la vida
",-1
"no se conecta mas :(
",-1
"Se me hizo un nudo en el pecho :(
",-1
"@Skaoticj pero en donde lo pasan? Yo no se nada :(
",-1
"No tengo mas memoria :(( q verga wachooo
",-1
"@PolacaFabulosa Con todo el mundo? :(
",-1
"Deberías :( http://t.co/IjLSLZ03WD
",-1
"Quiero celu nuevo :((
",-1
"Alguien lleveme a cenar oh hagamos algo :(
",-1
"Se rompio la canalera de mi cuarto :(
",-1
"Ver a Alan llorar me rompio el corazon :( #MasterCherMX
",-1
"Jueputa soy tan celosa :(
",-1
"me  preocupa mi puchissss    aparece   :( #FinalAmoresConTrampa @ItatiC
",-1
"Quiero dormirrrrrrr! :(
",-1
"no quiero ir mañana a la u :(
",-1
"@HeleneLuciana  te extrañoooo miamorrrr hablameeee :( :'(
",-1
"@Loowren Pasame tu snaap, jajsasja cambié de Snap y no me acuerdo tu user :(
",-1
"Sos una jirafaa .Nop ... Sos un ñomo :( http://t.co/KnpSzt4LN7
",-1
"No manda señales de vida, asi como :(
",-1
"weon me gusta caleta finn :( no quiero que se muera jaja que triste
",-1
"Ay qué malos los del Estado Islámico. :(
",-1
"Damee una señaaaal :(
",-1
"@horanftgarrix pero que bonita eres por dios :(
",-1
"Yo también pensé que las frutas se pagabannnn :(.Quería frutillas, como no saqué. Que genios
",-1
"23. No me querías hacer fototetas :( pero me caes bien.
",-1
"Yo sabia que danny se iba a ir :(
",-1
"me haces muy feliz :( http://t.co/n4mZLFJZIC
",-1
"@juliviilla curso de que? Pues me quedas lejios :(
",-1
"@maanzaanaares98 solo me ilusionas en el gpo :(
",-1
"@JaviCastro14 @Danitelli yo tengo un mvision y por iks se peta :(
",-1
"@soonieta sk soy muy malo :((((
",-1
"Llego :(
",-1
"No comi todavía :(
",-1
"Quiero limonsillo :(
",-1
"#lasmilyunanoches todos mirandose ... depronto CONTINUARA.... jajaja voy a etrañar esta novela :(
",-1
"Voy a tener que ver mañana #FearTWD ! :(
",-1
"@danicasba  Es re triste :(
",-1
"Bajón que no jugamos Copa Argentina. No hay Libertadores, Sudamericana, Recopa, Suruga, 2 veces en 6 meses y Japón que tapen tanto dolor :(
",-1
"@PabloEspOficial te lo ruego seguime? Es mi sueño :( Polonia te ama mucho!.Besos!! ♥.X6
",-1
"@vanessabravo_ @Luziernagaa__ JAJAJAJAJAJAJAJAJAJAJAJJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJA mueran bitches :(
",-1
"Me extrañas?:( — Mucho:( http://t.co/12DK6GbT7E
",-1
"Ese momento en el que recuerdas que se acabo el fin de semana y tienes que soportar 5 largos dias de estudio para que vuelvan a pasar :(
",-1
"-Acta.
",-1
"@93irishchonce danna pegale a zein porque no ve mo dibujo :(
",-1
"@Hookfk ya estoy mejor, no importa ya :( que bello, mejor ve tú al médico
",-1
"@drewchora estudando.. :( #MTVHottest Justin Bieber
",-1
"@infinitgonza esta bien, te re entiendo :'( no se si te caigo bien o mal SOLO TE DIGO QUE PODES CONTAR CONMIGO :(
",-1
"Quiero que me hable :( Shorro
",-1
"Yo por ejemplo :(
",-1
"@camilacabello97 Te amo, gracias por iluminar mi mundo de sombras, aunque siempre me ignoras :( #WorthItVMA
",-1
"Además, entre más quieto esté más flaco me pongo :(.
",-1
"@JustVictorr Miniñ que haces tu despierto :(
",-1
"@R3startHabbo Pobrecita se le ve triste :(
",-1
"@chystemc_psycho no te costara nada hmno , Porfabor ayúdanos a toda nuestra alianza :(
",-1
"Yo quiero platicar con mi amigo y no me acepta en Face :(
",-1
"Andaria necesitando 🚬🚬 :(
",-1
"@genkmar no hay emojis de lechuzas :(
",-1
"Apoco hay qué seguir yendo a la escuela. :(
",-1
"@Sergito932 bienvenido al club, ya somos dos :(
",-1
"Amigos no me va a salir un barro en la nariz, me va a salir una canica envuelta en piel llena de pus :(
",-1
"@yureimaardila solo estaba feliz :-(
",-1
"tengo tres horas riendome de ese chiste :((((.
",-1
"@NoemiMG_ es que tengo saturacion de numeros no doy a basto :(
",-1
"No conozco a nadie !! :( #paraquerepruebo #FelizLunes
",-1
"@liss281 me cagaste :( supongo que es para mejor (?)
",-1
"Me da pena ajena la #NALCS , TSM la esta cagando :(
",-1
"@SEBTSB sígueme de nuevo :((((((
",-1
"@Karoca_ exacto! las medidas son muy grandes,existen programas para reducirla pero yo no lo tengo :(
",-1
"Ganas infinitas de entrar a clases :(
",-1
"sii lo extraño :( https://t.co/gk4GNWS253
",-1
"de vdd que estupido, subí un archivo equivocado en la tarea de blackboard y ahora me la pele en dos tareas :(
",-1
"Cansada :(
",-1
"@kunpimook_osr ño. Sabes que no voy a poder aguantarme. Aparte es lindo estar acá con vos y te extraño horrores :(
",-1
"GRABE :(
",-1
"@ShaileneW_91 en serio, créeme :(
",-1
"El tweet d Gino para Nico.Deprime :(
",-1
"Todavía tengo el audio que me canta yo te protejo de jota esse :( **
",-1
"Quiero un chico como él! Es muy buen chico! Pero es mi amigo, le gusta mi amiga wuuu y no me gusta... A mi me gusta un imbecil :(
",-1
"ya quiero vacaciones :(
",-1
"No quiero ni pensar que mañana es lunes :(
",-1
"Quiero un gatito :(
",-1
"Segun yo compre todo para la escuela pero se me olvido un pinche cinto :(
",-1
"Date cuenta, carajo. :( http://t.co/bsFAqJNwne
",-1
"Le acabo de hacer la primera marca a mi teléfono :(
",-1
"Como cuando un hombre te roba a tu bffa  :( jaja
",-1
"@mariacoronado96 @BrighitFer nosotras a ti! ♥.♥ las extraño :(
",-1
"Busquets INJURED !!! :(
",-1
"remil pajro para no volcarla :( jajajajajaja
",-1
